web-scraper-order,web-scraper-start-url,products,products-href,Headline Price,Standard Price,Saving Text,Product Name,Delivery Availability,Collection Availability,Specs,
1672851008-592,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Power cord storage

Yes",12
1672851008-593,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Power cord length

5 m",
1672851008-594,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Dimensions

300 x 250 x 240 mm (H x W x D)",
1672851008-595,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Colour

Blue",
1672851008-596,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Weight

4.5 kg",
1672851008-597,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Box contents

- Tower T102000PETS Cylinder Vacuum Cleaner
- Pet hair turbine tool
- 2 in 1 crevice tool",
1672851008-598,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Manufacturer's guarantee

1 year",
1672851008-599,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Type

Cylinder bagless vacuum cleaner",
1672851008-600,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Power

700 W",
1672851008-601,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Capacity

2 litres",
1672851008-602,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Pet model

Yes",
1672851008-603,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/tower-t102000pets-cylinder-vacuum-cleaner-blue-10208509.html,£69.99,,,TOWER T102000PETS Cylinder Vacuum Cleaner - Blue,,,"Operating radius

6.5 m",
1672851011-604,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Dimensions

170 x 100 x 720 mm (H x W x D)",
1672851011-605,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Manufacturer’s guarantee

1 year",
1672851011-606,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Weight

1.3 kg",
1672851011-607,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Box contents

- Flymo SimpliVac Garden Vacuum
- Charging base
- Long crevice nozzle
- Brush nozzle",
1672851011-608,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Power

- 18 V Lithium-ion battery
- Battery Capacity: 1.5 Ah",
1672851011-609,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Type

Garden vacuum and leaf blower",
1672851011-610,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Colour

Grey & orange",
1672851011-611,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,FLYMO SimpliVac Garden Vacuum,https://www.currys.co.uk/products/flymo-simplivac-garden-vacuum-10209021.html,£129.00,,,FLYMO SimpliVac Garden Vacuum,,,"Other features

- Engine type: electric
- Lithium-ion battery
- 20 minute battery life
- 80 dB(A)",
1672851015-612,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Power cord storage

Yes",
1672851015-613,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Power cord length

6 m",
1672851015-614,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Dimensions

1153 x 275 x 297 mm (H x W x D)",
1672851015-615,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Colour

Blush and rose gold",
1672851015-616,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Weight

4.7 kg",
1672851015-617,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Box contents

- Tower T108000BLG Upright Bagless Vacuum Cleaner
- 2-in-1 brush and crevice tool",
1672851015-618,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Manufacturer's guarantee

1 year",
1672851015-619,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Type

Upright bagless vacuum cleaner",
1672851015-620,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Power

750 W",
1672851015-621,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Capacity

2.5 litres",
1672851015-622,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Suitable for allergy sufferers

Yes",
1672851015-623,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,https://www.currys.co.uk/products/tower-t108000blg-upright-bagless-vacuum-cleaner-blush-and-rose-gold-10208480.html,£76.99,,,TOWER T108000BLG Upright Bagless Vacuum Cleaner - Blush & Rose Gold,,,"Filter type

HEPA Media filter",
1672851019-624,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Power cord storage

Yes",
1672851019-625,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Power cord length

5 m",
1672851019-626,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Dimensions

236 x 305 x 475 mm (H x W x D)",
1672851019-627,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Colour

Red & silver",
1672851019-628,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Weight

5.76 kg",
1672851019-629,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Box contents

- Zanussi Easy Go II ZAN5100BL Cylinder Vacuum Cleaner
- Telescopic tube
- 2-in-1 crevice nozzle/furniture brush
- Universal brush
- Microfibre dust bag",
1672851019-630,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Automatic cord rewind

Yes",
1672851019-631,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Manufacturer's guarantee

1 year",
1672851019-632,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Type

Cylinder vacuum cleaner",
1672851019-633,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Capacity

3 litres",
1672851019-634,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Filter type

- Sponge filter
- HEPA",
1672851019-635,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Appropriate power

130 aW",
1672851019-636,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Bag full indicator

Yes",
1672851019-637,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Telescopic tube

Yes",
1672851019-638,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Other features

Adjustable suction",
1672851019-639,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Operating radius

7.5 m",
1672851019-640,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,https://www.currys.co.uk/products/zanussi-easy-go-ii-zan5100bl-cylinder-vacuum-cleaner-blue-10226303.html,£74.99,,,ZANUSSI Easy Go II ZAN5100BL Cylinder Vacuum Cleaner - Blue,,,"Dust sensor

Yes",
1672851022-641,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Power cord storage

Yes",
1672851022-642,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Power cord length

5 m",
1672851022-643,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Dimensions

305 x 339 x 248 mm (H x W x D)",
1672851022-644,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Colour

Blue & grey",
1672851022-645,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Weight

5.46 kg",
1672851022-646,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Box contents

- Beldray BEL0960 Cylinder Bagless Vacuum Cleaner
- Floor brush
- Flexible hose
- 2-in-1 brush and crevice tool
- Telescopic tube",
1672851022-647,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Manufacturer's guarantee

1 year",
1672851022-648,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Manufacturer's guarantee

1 year",
1672851022-649,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Type

Bagless cylinder vacuum cleaner",
1672851022-650,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Power

800 W",
1672851022-651,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Capacity

2 litres",
1672851022-652,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Suitable for allergy sufferers

Yes",
1672851022-653,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Filter type

HEPA Media filter",
1672851022-654,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Floor types

All floor types",
1672851022-655,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Telescopic tube

Yes",
1672851022-656,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Other features

- Washable filter
- Cyclonic technology",
1672851022-657,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,https://www.currys.co.uk/products/beldray-bel0960-cylinder-bagless-vacuum-cleaner-blue-and-grey-10234685.html,£64.99,,,BELDRAY BEL0960 Cylinder Bagless Vacuum Cleaner - Blue & Grey,,,"Operating radius

5 m",
1672851026-658,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,https://www.currys.co.uk/products/russell-hobbs-titan-rhcv4501-cylinder-bagless-vacuum-cleaner-purple-10184006.html,£80.99,,,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,,,"Power cord storage

Yes",
1672851026-659,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,https://www.currys.co.uk/products/russell-hobbs-titan-rhcv4501-cylinder-bagless-vacuum-cleaner-purple-10184006.html,£80.99,,,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,,,"Power cord length

5 m",
1672851026-660,https://www.currys.co.uk/appliances/floorcare/vacuum-cleaners?start=0&sz=999,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,https://www.currys.co.uk/products/russell-hobbs-titan-rhcv4501-cylinder-bagless-vacuum-cleaner-purple-10184006.html,£80.99,,,RUSSELL HOBBS Titan RHCV4501 Cylinder Bagless Vacuum Cleaner - Purple,,,"Dimensions

420 x 297 x 352 mm (H x W x D)",
